47656809,212,45311
47656814,212,45311
58735457,4489,44569
58735458,4489,44569
59094227,4489,44569
59094228,4489,46010
59094229,4489,46010
59094230,4489,46010
59094231,4489,46010
59094232,4489,46010
59094233,4489,46010
59094234,4489,46010
59094235,4489,46010
59094236,4489,46010
59094237,4489,46010
59094238,4489,46010
59094239,4489,46010
59094240,4489,46010
59094241,4489,46010
63909606,4143,51241
63909607,4143,51241
63909608,4143,51241
63909609,4143,51241
63909610,4143,51241
63909611,4143,51241
63909612,4143,51241
63909613,4143,51241
63909614,4143,51241
63909615,4143,51241
63909616,4143,51241
63909617,4143,51241
63909618,4143,51241
63909619,4143,51241
63909620,4143,51241
63909621,4143,53023
90147041,4450,65185
90147042,4450,65158
90147043,4450,65203
90147044,4450,46024
90147045,4450,65216
90147046,4450,65217
90147047,4450,65144
90147048,4450,64600
90147049,4450,65152
90147050,4450,64593
90147051,4450,61875
90147052,810,64540
90147053,437,64405
90147054,849,63864
90147055,849,63864
90147056,849,63864
90147057,849,65062
90147058,849,65062
90147059,849,65062
90147060,849,65062
90147061,849,40531
90147062,4488,51502
90147063,4488,51502
90147064,4488,51502
90147065,4488,63864
90147066,4488,65204
90147067,4488,65204
90147068,4488,65204
90147069,4488,63864
90147070,4488,63864
90147071,419,65145
90094710,4400,63864
90094711,4400,63864
90094712,4402,46024
90094713,4402,46024
90094714,4402,50461
90094715,4402,64467
90094716,4402,64467
90094717,4402,65185
90094718,4402,64405
90094719,4402,65203
90094720,4402,65203
90094721,4402,64593
90094722,4402,64593
90094723,4402,65185
90094724,4402,65216
90094725,4402,64405
90094726,4402,65217
90140840,2219,64593
90140841,2219,64593
90140842,2219,61875
90140843,2219,64593
90140844,2219,64593
90140845,2219,64593
90140846,2219,64593
90140847,2219,46024
90140848,2219,50461
90140849,2219,50461
90140850,2219,50461
90140851,2219,61875
90140852,2219,46024
90140853,2219,50461
90140854,2219,50461
90140855,2219,46024
90140872,2219,65203
90140873,2219,64405
90140874,2219,64405
90140875,2219,64405
90140876,2219,64405
90140877,2219,64405
90140878,2219,64405
90140879,2219,64405
90140880,2219,64405
90140881,2219,64405
90140882,2219,64467
90140883,2219,64467
90140884,2219,64467
90140885,2219,64467
90140886,2219,64467
90140887,2219,64467
90140903,2219,50461
90140904,2219,46024
90140905,2219,61875
90140906,2219,46024
90140907,2219,61875
90140908,2219,46024
90140909,2219,61875
90140910,2219,46024
90140911,2219,46024
90140912,2219,46024
90140913,2219,46024
90140914,2219,50461
90140915,2219,46024
90140916,2219,46024
90140917,2219,46024
90140918,2219,50461
90140935,2219,65158
90140936,246,64405
90140937,246,64405
90140938,246,63765
90140939,246,63765
90140940,246,64593
90140941,246,64593
90140942,246,46024
90140943,246,50461
90140944,246,64600
90140945,246,64600
90140946,246,61875
90140947,246,65144
90140948,246,65203
90140949,246,65203
90140950,246,65216
90147072,419,65145
90147073,419,65145
90147074,419,65145
90147075,419,64565
90147076,419,64565
90147077,419,64565
90147078,419,64565
90147079,419,65204
90147080,419,65204
90147081,419,65204
90147082,419,65204
90147083,419,51502
90147084,419,51502
90147085,419,51502
90147086,4288,64467
90147087,6664,61875
90147088,6664,61875
90147089,6664,61875
90147090,6664,65216
90147091,6664,65216
90147092,6664,65216
90147093,6664,50461
90147094,6664,50461
90147095,6664,50461
90147096,6664,65203
90147097,6664,65203
90147098,6664,65203
90147099,6664,65217
90147100,6664,65217
90147101,6664,65217
90147102,4481,51502
90147103,4481,51502
63909622,4143,53023
63909623,4143,53023
63909624,4143,53023
63909625,4143,48506
63909626,4143,48506
63909627,4143,48506
63909628,4143,48506
63909629,4143,48506
63909630,4143,48506
63909631,4143,48506
63909632,4143,48506
63909633,4143,48506
63909634,4143,48506
63909635,4143,48506
63909636,4143,48506
63909637,4143,48506
63909638,4143,48506
63909639,4143,48506
63909640,4143,48506
63909641,4143,48506
63909642,4143,48506
63909643,4143,48506
63909644,4143,48506
63909645,4143,48506
63909646,4143,48506
